id,season,team_name,player_name,nationality,type,price_paid(in rupee)
46,2018,Delhi Capitals,Rahul Tewatia,Indian,All-Rounder,30000000.0
46,2018,Delhi Capitals,Mohammad Shami,Indian,Bowler,30000000.0
46,2018,Delhi Capitals,Gautam Gambhir,,Batsman,28000000.0
46,2018,Delhi Capitals,Trent Boult,Overseas,Bowler,22000000.0
46,2018,Delhi Capitals,Colin Munro,,All-Rounder,19000000.0
46,2018,Delhi Capitals,Daniel Christian,,All-Rounder,15000000.0
46,2018,Delhi Capitals,Jason Roy,Overseas,Batsman,15000000.0
46,2018,Delhi Capitals,Naman Ojha,,Wicket-Keeper,14000000.0
46,2018,Delhi Capitals,Prithvi Shaw,,Batsman,12000000.0
46,2018,Delhi Capitals,Gurkeerat Singh Mann,,All-Rounder,7500000.0
46,2018,Delhi Capitals,Avesh Khan,Indian,Bowler,7000000.0
46,2018,Delhi Capitals,Abhishek Sharma,Indian,All-Rounder,5500000.0
46,2018,Delhi Capitals,Jayant Yadav,Indian,All-Rounder,5000000.0
46,2018,Delhi Capitals,Harshal Patel,Indian,All-Rounder,2000000.0
46,2018,Delhi Capitals,Manjot Kalra,,Batsman,2000000.0
46,2018,Delhi Capitals,Sandeep Lamichhane,,Bowler,2000000.0
46,2018,Delhi Capitals,Sayan Ghosh,,Bowler,2000000.0
47,2018,Punjab Kings,KL Rahul,,Batsman,110000000.0
47,2018,Punjab Kings,Ravichandran Ashwin,,All-Rounder,76000000.0
47,2018,Punjab Kings,Andrew Tye,,Bowler,72000000.0
47,2018,Punjab Kings,Aaron Finch,,Batsman,62000000.0
47,2018,Punjab Kings,Marcus Stoinis,,All-Rounder,62000000.0
47,2018,Punjab Kings,Karun Nair,Indian,Batsman,56000000.0
47,2018,Punjab Kings,Mujeeb Zadran,,Bowler,40000000.0
47,2018,Punjab Kings,Ankit Singh Rajpoot,Indian,Bowler,30000000.0
47,2018,Punjab Kings,David Miller,Overseas,Batsman,30000000.0
47,2018,Punjab Kings,Mohit Sharma,Indian,Bowler,24000000.0
47,2018,Punjab Kings,Barinder Singh Sran,,Bowler,22000000.0
47,2018,Punjab Kings,Yuvraj Singh,,All-Rounder,20000000.0
47,2018,Punjab Kings,Christopher Gayle,,Batsman,20000000.0
47,2018,Punjab Kings,Ben Dwarshuis,,Bowler,14000000.0
47,2018,Punjab Kings,Akshdeep Nath,,All-Rounder,10000000.0
47,2018,Punjab Kings,Manoj Tiwary,,Batsman,10000000.0
47,2018,Punjab Kings,Mayank Agarwal,Indian,Batsman,10000000.0
47,2018,Punjab Kings,Manzoor Dar,,All-Rounder,2000000.0
47,2018,Punjab Kings,Pardeep Sahu,,Bowler,2000000.0
47,2018,Punjab Kings,Mayank Dagar,Indian,All-Rounder,2000000.0
48,2018,Kolkata Knight Riders,Chris Lynn,,Batsman,96000000.0
48,2018,Kolkata Knight Riders,Mitchell Starc,,Bowler,94000000.0
48,2018,Kolkata Knight Riders,Dinesh Karthik,,Wicket-Keeper,74000000.0
48,2018,Kolkata Knight Riders,Robin Uthappa,Indian,Wicket-Keeper,64000000.0
48,2018,Kolkata Knight Riders,Kuldeep Singh Yadav,,Bowler,58000000.0
48,2018,Kolkata Knight Riders,Piyush Chawla,Indian,Bowler,42000000.0
48,2018,Kolkata Knight Riders,Nitish Rana,Indian,All-Rounder,34000000.0
48,2018,Kolkata Knight Riders,Kamlesh Nagarkoti,Indian,All-Rounder,32000000.0
48,2018,Kolkata Knight Riders,Shivam Mavi,Indian,All-Rounder,30000000.0
48,2018,Kolkata Knight Riders,Mitchell Johnson,,Bowler,20000000.0
48,2018,Kolkata Knight Riders,Shubman Gill,,Batsman,18000000.0
48,2018,Kolkata Knight Riders,Ranganath Vinay Kumar,,Bowler,10000000.0
48,2018,Kolkata Knight Riders,Rinku Singh,Indian,Batsman,8000000.0
48,2018,Kolkata Knight Riders,Cameron Delport,,All-Rounder,3000000.0
48,2018,Kolkata Knight Riders,Javon Searless,,All-Rounder,3000000.0
48,2018,Kolkata Knight Riders,Apoorv Vijay Wankhade,,Batsman,2000000.0
48,2018,Kolkata Knight Riders,Ishank Jaggi,,Batsman,2000000.0
49,2018,Mumbai Indians,Krunal Pandya,Indian,All-Rounder,88000000.0
49,2018,Mumbai Indians,Ishan Kishan,Indian,Wicket-Keeper,62000000.0
49,2018,Mumbai Indians,Kieron Pollard,,All-Rounder,54000000.0
49,2018,Mumbai Indians,Pat Cummins,Overseas,Bowler,54000000.0
49,2018,Mumbai Indians,Evin Lewis,Overseas,Batsman,38000000.0
49,2018,Mumbai Indians,Suryakumar Yadav,,Batsman,32000000.0
49,2018,Mumbai Indians,Ben Cutting,,All-Rounder,22000000.0
49,2018,Mumbai Indians,Mustafizur Rahman,Overseas,Bowler,22000000.0
49,2018,Mumbai Indians,Rahul Chahar,Indian,Bowler,19000000.0
49,2018,Mumbai Indians,Pradeep Sangwan,Indian,Bowler,15000000.0
49,2018,Mumbai Indians,Jason Behrendorff,Overseas,Bowler,15000000.0
49,2018,Mumbai Indians,Jean-Paul Duminy,,All-Rounder,10000000.0
49,2018,Mumbai Indians,Saurabh Tiwary,,Batsman,8000000.0
49,2018,Mumbai Indians,Tajinder Dhillon,,All-Rounder,5500000.0
49,2018,Mumbai Indians,Akila Dhananjaya,,Bowler,5000000.0
49,2018,Mumbai Indians,Nidheesh M D Dinesan,,Bowler,2000000.0
49,2018,Mumbai Indians,Aditya Tare,,Wicket-Keeper,2000000.0
49,2018,Mumbai Indians,Siddhesh Dinesh Lad,,Batsman,2000000.0
49,2018,Mumbai Indians,Mayank Markande,Indian,Bowler,2000000.0
49,2018,Mumbai Indians,Sharad Lumba,,Batsman,2000000.0
49,2018,Mumbai Indians,Anukul Roy,Indian,All-Rounder,2000000.0
49,2018,Mumbai Indians,Mohsin Khan,Indian,Bowler,2000000.0
50,2018,Rajasthan Royals,Benjamin Stokes,,All-Rounder,125000000.0
50,2018,Rajasthan Royals,Jaydev Unadkat,Indian,Bowler,115000000.0
50,2018,Rajasthan Royals,Sanju Samson,,Wicket-Keeper,80000000.0
50,2018,Rajasthan Royals,Jofra Archer,Overseas,All-Rounder,72000000.0
50,2018,Rajasthan Royals,Krishnappa Gowtham,,Bowler,62000000.0
50,2018,Rajasthan Royals,Jos Buttler,,Wicket-Keeper,44000000.0
50,2018,Rajasthan Royals,Ajinkya Rahane,Indian,Batsman,40000000.0
50,2018,Rajasthan Royals,Darcy Short,,All-Rounder,40000000.0
50,2018,Rajasthan Royals,Rahul Tripathi,Indian,Batsman,34000000.0
50,2018,Rajasthan Royals,Dhawal Kulkarni,,Bowler,7500000.0
50,2018,Rajasthan Royals,Zahir Khan Pakteen,,Bowler,6000000.0
50,2018,Rajasthan Royals,Ben Laughlin,,Bowler,5000000.0
50,2018,Rajasthan Royals,Stuart Binny,,All-Rounder,5000000.0
50,2018,Rajasthan Royals,Dushmantha Chameera,,Bowler,5000000.0
50,2018,Rajasthan Royals,Anureet Singh,,Bowler,3000000.0
50,2018,Rajasthan Royals,Aryaman Vikram Birla,,All-Rounder,3000000.0
50,2018,Rajasthan Royals,Midhun S,,All-Rounder,2000000.0
50,2018,Rajasthan Royals,Shreyas Gopal,Indian,All-Rounder,2000000.0
50,2018,Rajasthan Royals,Prashant Chopra,,Wicket-Keeper,2000000.0
50,2018,Rajasthan Royals,Jatin Saxena,,All-Rounder,2000000.0
50,2018,Rajasthan Royals,Ankit Sharma,,All-Rounder,2000000.0
50,2018,Rajasthan Royals,Mahipal Lomror,Indian,All-Rounder,2000000.0
51,2018,Royal Challengers Bangalore,Chris Woakes,,All-Rounder,74000000.0
51,2018,Royal Challengers Bangalore,Yuzvendra Singh Chahal,,Bowler,60000000.0
51,2018,Royal Challengers Bangalore,Umesh Yadav,Indian,Bowler,42000000.0
51,2018,Royal Challengers Bangalore,Brendon McCullum,,Batsman,36000000.0
51,2018,Royal Challengers Bangalore,M.S. Washington Sundar,,All-Rounder,32000000.0
51,2018,Royal Challengers Bangalore,Navdeep Saini,Indian,Bowler,30000000.0
51,2018,Royal Challengers Bangalore,Quinton De Kock,Overseas,Wicket-Keeper,28000000.0
51,2018,Royal Challengers Bangalore,Mohammed Siraj,,Bowler,26000000.0
51,2018,Royal Challengers Bangalore,Nathan Coulter-Nile,Overseas,Bowler,22000000.0
51,2018,Royal Challengers Bangalore,Colin De Grandhomme,,All-Rounder,22000000.0
51,2018,Royal Challengers Bangalore,M. Ashwin,,Bowler,22000000.0
51,2018,Royal Challengers Bangalore,Parthiv Patel,,Wicket-Keeper,17000000.0
51,2018,Royal Challengers Bangalore,Moeen Ali,,All-Rounder,17000000.0
51,2018,Royal Challengers Bangalore,Mandeep Singh,Indian,All-Rounder,14000000.0
51,2018,Royal Challengers Bangalore,Manan Vohra,Indian,Batsman,11000000.0
51,2018,Royal Challengers Bangalore,Pawan Negi,,All-Rounder,10000000.0
51,2018,Royal Challengers Bangalore,Tim Southee,Overseas,Bowler,10000000.0
51,2018,Royal Challengers Bangalore,Kulwant Khejroliya,Indian,Bowler,8500000.0
51,2018,Royal Challengers Bangalore,Aniket Choudhary,,Bowler,3000000.0
51,2018,Royal Challengers Bangalore,Pavan Deshpande,,All-Rounder,2000000.0
51,2018,Royal Challengers Bangalore,Anirudha Ashok Joshi,,All-Rounder,2000000.0
52,2018,Sunrisers Hyderabad,Manish Pandey,Indian,Batsman,110000000.0
52,2018,Sunrisers Hyderabad,Rashid Khan Arman,,Bowler,90000000.0
52,2018,Sunrisers Hyderabad,Shikhar Dhawan,Indian,Batsman,52000000.0
52,2018,Sunrisers Hyderabad,Wriddhiman Saha,,Wicket-Keeper,50000000.0
52,2018,Sunrisers Hyderabad,Siddarth Kaul,,Bowler,38000000.0
52,2018,Sunrisers Hyderabad,Deepak Hooda,Indian,All-Rounder,36000000.0
52,2018,Sunrisers Hyderabad,Syed Khaleel Ahmed,Indian,Bowler,30000000.0
52,2018,Sunrisers Hyderabad,Sandeep Sharma,Indian,Bowler,30000000.0
52,2018,Sunrisers Hyderabad,Kane Williamson,Overseas,Batsman,30000000.0
52,2018,Sunrisers Hyderabad,Carlos Brathwaite,,All-Rounder,20000000.0
52,2018,Sunrisers Hyderabad,Shakib Al Hasan,Overseas,All-Rounder,20000000.0
52,2018,Sunrisers Hyderabad,Yusuf Pathan,,All-Rounder,19000000.0
52,2018,Sunrisers Hyderabad,Shreevats Goswami,,Wicket-Keeper,10000000.0
52,2018,Sunrisers Hyderabad,Mohammad Nabi,,All-Rounder,10000000.0
52,2018,Sunrisers Hyderabad,Chris Jordan,Overseas,All-Rounder,10000000.0
52,2018,Sunrisers Hyderabad,Basil Thampi,Indian,Bowler,9500000.0
52,2018,Sunrisers Hyderabad,Billy Stanlake,,Batsman,5000000.0
52,2018,Sunrisers Hyderabad,T Natarajan,,Bowler,4000000.0
52,2018,Sunrisers Hyderabad,Sachin Baby,,Batsman,2000000.0
52,2018,Sunrisers Hyderabad,Bipul Sharma,,All-Rounder,2000000.0
52,2018,Sunrisers Hyderabad,Syed Mehdi Hasan,,All-Rounder,2000000.0
52,2018,Sunrisers Hyderabad,Ricky Bhui,,Batsman,2000000.0
52,2018,Sunrisers Hyderabad,Tanmay Agarwal,,Batsman,2000000.0
53,2017,Delhi Capitals,Kagiso Rabada,Overseas,Bowler,50000000.0
53,2017,Delhi Capitals,Patrick Cummins,,Bowler,45000000.0
53,2017,Delhi Capitals,Angelo Mathews,,All-Rounder,20000000.0
53,2017,Delhi Capitals,Corey Anderson,,All-Rounder,10000000.0
53,2017,Delhi Capitals,M. Ashwin,,Bowler,10000000.0
53,2017,Delhi Capitals,Aditya Tare,,Wicket-Keeper,2500000.0
53,2017,Delhi Capitals,Ankeet Bawane,,Batsman,1000000.0
53,2017,Delhi Capitals,Navdeep Saini,Indian,Bowler,1000000.0
53,2017,Delhi Capitals,Shashank Singh,Indian,All-Rounder,1000000.0
54,2017,Gujarat Lions,Jason Roy,Overseas,Batsman,10000000.0
54,2017,Gujarat Lions,Basil Thampi,Indian,Bowler,8500000.0
54,2017,Gujarat Lions,Manpreet Gony,,Bowler,6000000.0
54,2017,Gujarat Lions,Nathu Singh,,Bowler,5000000.0
54,2017,Gujarat Lions,Munaf Patel,,Bowler,3000000.0
54,2017,Gujarat Lions,Akshdeep Nath,,All-Rounder,1000000.0
54,2017,Gujarat Lions,Shubam Agrawal,,All-Rounder,1000000.0
54,2017,Gujarat Lions,Tejas Singh Baroka,,Bowler,1000000.0
54,2017,Gujarat Lions,Chirag Suri,,Batsman,1000000.0
54,2017,Gujarat Lions,Pratham Singh,Indian,All-Rounder,1000000.0
54,2017,Gujarat Lions,Shelley Shaurya,,Bowler,1000000.0
55,2017,Punjab Kings,T Natarajan,,Bowler,30000000.0
55,2017,Punjab Kings,Varun Aaron,Indian,Bowler,28000000.0
55,2017,Punjab Kings,Eoin Morgan,,Batsman,20000000.0
55,2017,Punjab Kings,Matt Henry,,Bowler,5000000.0
55,2017,Punjab Kings,Martin Guptill,,Batsman,5000000.0
55,2017,Punjab Kings,Darren Sammy,,All-Rounder,3000000.0
55,2017,Punjab Kings,Rahul Tewatia,Indian,All-Rounder,2500000.0
55,2017,Punjab Kings,Rinku Singh,Indian,Batsman,1000000.0
56,2017,Kolkata Knight Riders,Trent Boult,Overseas,Bowler,50000000.0
56,2017,Kolkata Knight Riders,Chris Woakes,,All-Rounder,42000000.0
56,2017,Kolkata Knight Riders,Nathan Coulter-Nile,Overseas,Bowler,35000000.0
56,2017,Kolkata Knight Riders,Rishi Dhawan,Indian,All-Rounder,5500000.0
56,2017,Kolkata Knight Riders,Darren Bravo,,Batsman,5000000.0
56,2017,Kolkata Knight Riders,Rovman Powell,Overseas,All-Rounder,3000000.0
56,2017,Kolkata Knight Riders,Sayan Ghosh,,Bowler,1000000.0
56,2017,Kolkata Knight Riders,R. Sanjay Yadav,,All-Rounder,1000000.0
56,2017,Kolkata Knight Riders,Ishank Jaggi,,Batsman,1000000.0
57,2017,Mumbai Indians,Karn Sharma,Indian,All-Rounder,32000000.0
57,2017,Mumbai Indians,Krishnappa Gowtham,,All-Rounder,20000000.0
57,2017,Mumbai Indians,Mitchell Johnson,,Bowler,20000000.0
57,2017,Mumbai Indians,Asela Gunarathna,,Batsman,3000000.0
57,2017,Mumbai Indians,Saurabh Tiwary,,Batsman,3000000.0
57,2017,Mumbai Indians,Nicolas Pooran,,Wicket-Keeper,3000000.0
57,2017,Mumbai Indians,Kulwant Khejroliya,Indian,Bowler,1000000.0
58,2017,Rising Pune Supergiant,Benjamin Stokes,,All-Rounder,145000000.0
58,2017,Rising Pune Supergiant,Daniel Christian,,All-Rounder,10000000.0
58,2017,Rising Pune Supergiant,Manoj Tiwary,,Batsman,5000000.0
58,2017,Rising Pune Supergiant,Lockie Ferguson,Overseas,Bowler,5000000.0
58,2017,Rising Pune Supergiant,Jaydev Unadkat,Indian,Bowler,3000000.0
58,2017,Rising Pune Supergiant,Rahul Chahar,Indian,Bowler,1000000.0
58,2017,Rising Pune Supergiant,Saurabh Kumar,,Bowler,1000000.0
58,2017,Rising Pune Supergiant,Milind Tandon,,All-Rounder,1000000.0
58,2017,Rising Pune Supergiant,Rahul Ajay Tripathi,,All-Rounder,1000000.0
59,2017,Royal Challengers Bangalore,Tymal Mills,Overseas,Bowler,120000000.0
59,2017,Royal Challengers Bangalore,Aniket Choudhary,,Bowler,20000000.0
59,2017,Royal Challengers Bangalore,Pawan Negi,,All-Rounder,10000000.0
59,2017,Royal Challengers Bangalore,Billy Stanlake,,Bowler,3000000.0
59,2017,Royal Challengers Bangalore,Praveen Dubey,,All-Rounder,1000000.0
60,2017,Sunrisers Hyderabad,Rashid Khan Arman,,Bowler,40000000.0
60,2017,Sunrisers Hyderabad,Mohammed Siraj,,Bowler,26000000.0
60,2017,Sunrisers Hyderabad,Eklavya Dwivedi,,Wicket-Keeper,7500000.0
60,2017,Sunrisers Hyderabad,Chris Jordan,Overseas,All-Rounder,5000000.0
60,2017,Sunrisers Hyderabad,Mohammad Nabi,,All-Rounder,3000000.0
60,2017,Sunrisers Hyderabad,Ben Laughlin,,Bowler,3000000.0
60,2017,Sunrisers Hyderabad,Pravin Tambe,,Bowler,1000000.0
60,2017,Sunrisers Hyderabad,Tanmay Agarwal,,Batsman,1000000.0
61,2016,Delhi Capitals,Pawan Negi,,All-Rounder,85000000.0
61,2016,Delhi Capitals,Christopher Morris,,All-Rounder,70000000.0
61,2016,Delhi Capitals,Sanju Samson,,Wicket-Keeper,42000000.0
61,2016,Delhi Capitals,Carlos Brathwaite,,All-Rounder,42000000.0
61,2016,Delhi Capitals,Karun Nair,Indian,Batsman,40000000.0
61,2016,Delhi Capitals,Rishabh Pant,,Wicket-Keeper,19000000.0
61,2016,Delhi Capitals,Joel Paris,,Bowler,3000000.0
61,2016,Delhi Capitals,Sam Billings,Overseas,Wicket-Keeper,3000000.0
61,2016,Delhi Capitals,Chama Milind,Indian,Bowler,1000000.0
61,2016,Delhi Capitals,Pratyush Singh,,All-Rounder,1000000.0
61,2016,Delhi Capitals,Mahipal Lomror,Indian,All-Rounder,1000000.0
61,2016,Delhi Capitals,Syed Khaleel Ahmed,Indian,All-Rounder,1000000.0
61,2016,Delhi Capitals,Akhil Arvind Herwadkar,,All-Rounder,1000000.0
61,2016,Delhi Capitals,Pawan Suyal,,Bowler,1000000.0
62,2016,Gujarat Lions,Praveen Kumar,,Bowler,35000000.0
62,2016,Gujarat Lions,Dale Steyn,,Bowler,23000000.0
62,2016,Gujarat Lions,Dinesh Karthik,,Wicket-Keeper,23000000.0
62,2016,Gujarat Lions,Dwayne Smith,,All-Rounder,23000000.0
62,2016,Gujarat Lions,Dhawal Kulkarni,,Bowler,20000000.0
62,2016,Gujarat Lions,Aaron Finch,,Batsman,10000000.0
62,2016,Gujarat Lions,Eklavya Dwivedi,,Wicket-Keeper,10000000.0
62,2016,Gujarat Lions,Andrew Tye,,All-Rounder,5000000.0
62,2016,Gujarat Lions,Ishan Kishan,Indian,Wicket-Keeper,3500000.0
62,2016,Gujarat Lions,Jaydev Shah,,All-Rounder,2000000.0
62,2016,Gujarat Lions,Shadab Jakati,,All-Rounder,2000000.0
62,2016,Gujarat Lions,Pravin Tambe,,Bowler,2000000.0
62,2016,Gujarat Lions,Pradeep Sangwan,Indian,All-Rounder,2000000.0
62,2016,Gujarat Lions,Amit Mishra,Indian,Bowler,1000000.0
62,2016,Gujarat Lions,Shivil Kaushik,,Bowler,1000000.0
62,2016,Gujarat Lions,Akshdeep Nath,,All-Rounder,1000000.0
62,2016,Gujarat Lions,Sarabjit Ladda,,Bowler,1000000.0
62,2016,Gujarat Lions,Umang Sharma,,Batsman,1000000.0
62,2016,Gujarat Lions,Paras Dogra,,Batsman,1000000.0
63,2016,Punjab Kings,Mohit Sharma,Indian,Bowler,65000000.0
63,2016,Punjab Kings,Kyle Abbott,,Bowler,21000000.0
63,2016,Punjab Kings,K.C. Cariappa,,Bowler,8000000.0
63,2016,Punjab Kings,Marcus Stoinis,,All-Rounder,5500000.0
63,2016,Punjab Kings,Farhaan Behardien,,All-Rounder,3000000.0
63,2016,Punjab Kings,Pardeep Sahu,,All-Rounder,1000000.0
63,2016,Punjab Kings,Armaan Jaffer,,Batsman,1000000.0
63,2016,Punjab Kings,Swapnil Singh,Indian,All-Rounder,1000000.0
64,2016,Kolkata Knight Riders,Jaydev Unadkat,Indian,Bowler,16000000.0
64,2016,Kolkata Knight Riders,Ankit Singh Rajpoot,Indian,Bowler,15000000.0
64,2016,Kolkata Knight Riders,John Hastings,,Bowler,13000000.0
64,2016,Kolkata Knight Riders,Jason Holder,Overseas,All-Rounder,7000000.0
64,2016,Kolkata Knight Riders,Colin Munro,,All-Rounder,3000000.0
64,2016,Kolkata Knight Riders,Rajagopal Sathish,,All-Rounder,2000000.0
64,2016,Kolkata Knight Riders,Manan Ajay Sharma,,All-Rounder,1000000.0
65,2016,Mumbai Indians,Jos Buttler,,Wicket-Keeper,38000000.0
65,2016,Mumbai Indians,Nathu Singh,,Bowler,32000000.0
65,2016,Mumbai Indians,Tim Southee,Overseas,Bowler,25000000.0
65,2016,Mumbai Indians,Krunal Pandya,Indian,All-Rounder,20000000.0
65,2016,Mumbai Indians,Kishore Pramod Kamath,,All-Rounder,14000000.0
65,2016,Mumbai Indians,Deepak Punia,,All-Rounder,1000000.0
65,2016,Mumbai Indians,Jitesh Sharma,Indian,Wicket-Keeper,1000000.0
66,2016,Rising Pune Supergiant,Mitchell Marsh,Overseas,All-Rounder,48000000.0
66,2016,Rising Pune Supergiant,M. Ashwin,,Bowler,45000000.0
66,2016,Rising Pune Supergiant,Ishant Sharma,Indian,Bowler,38000000.0
66,2016,Rising Pune Supergiant,Kevin Pietersen,,Batsman,35000000.0
66,2016,Rising Pune Supergiant,Irfan Pathan,,All-Rounder,10000000.0
66,2016,Rising Pune Supergiant,Thisara Perera,,All-Rounder,10000000.0
66,2016,Rising Pune Supergiant,Rajat Bhatia,,All-Rounder,6000000.0
66,2016,Rising Pune Supergiant,Ashok Dinda,,Bowler,5000000.0
66,2016,Rising Pune Supergiant,Scott Boland,,Bowler,5000000.0
66,2016,Rising Pune Supergiant,Peter Handscomb,,Wicket-Keeper,3000000.0
66,2016,Rising Pune Supergiant,Rudra Pratap Singh,,Bowler,3000000.0
66,2016,Rising Pune Supergiant,Adam Zampa,Overseas,Bowler,3000000.0
66,2016,Rising Pune Supergiant,Ishwar Chandra Pandey,,Bowler,2000000.0
66,2016,Rising Pune Supergiant,Deepak Chahar,Indian,All-Rounder,1000000.0
66,2016,Rising Pune Supergiant,Jaskaran Singh,,Bowler,1000000.0
66,2016,Rising Pune Supergiant,Baba Aparajith,,All-Rounder,1000000.0
66,2016,Rising Pune Supergiant,Ankush Bains,,Wicket-Keeper,1000000.0
66,2016,Rising Pune Supergiant,Ankit Sharma,,All-Rounder,1000000.0
67,2016,Royal Challengers Bangalore,Shane Watson,,All-Rounder,95000000.0
67,2016,Royal Challengers Bangalore,Stuart Binny,,All-Rounder,20000000.0
67,2016,Royal Challengers Bangalore,Kane Richardson,,Bowler,20000000.0
67,2016,Royal Challengers Bangalore,Samuel Badree,,Bowler,5000000.0
67,2016,Royal Challengers Bangalore,Travis Head,,Batsman,5000000.0
67,2016,Royal Challengers Bangalore,Praveen Dubey,,All-Rounder,3500000.0
67,2016,Royal Challengers Bangalore,Vikramjeet Malik,,Bowler,2000000.0
67,2016,Royal Challengers Bangalore,Akshay Karnewar,,All-Rounder,1000000.0
67,2016,Royal Challengers Bangalore,Iqbal Abdullah,,All-Rounder,1000000.0
67,2016,Royal Challengers Bangalore,Sachin Baby,,Batsman,1000000.0
67,2016,Royal Challengers Bangalore,Vikas Tokas,,Bowler,1000000.0
68,2016,Sunrisers Hyderabad,Yuvraj Singh,,All-Rounder,70000000.0
68,2016,Sunrisers Hyderabad,Ashish Nehra,,Bowler,55000000.0
68,2016,Sunrisers Hyderabad,Deepak Hooda,Indian,All-Rounder,42000000.0
68,2016,Sunrisers Hyderabad,Mustafizur Rahman,Overseas,Bowler,14000000.0
68,2016,Sunrisers Hyderabad,Aditya Tare,,Wicket-Keeper,12000000.0
68,2016,Sunrisers Hyderabad,Barinder Singh Sran,,Bowler,12000000.0
68,2016,Sunrisers Hyderabad,Ben Cutting,,All-Rounder,5000000.0
68,2016,Sunrisers Hyderabad,Vijay Shankar,Indian,All-Rounder,3500000.0
68,2016,Sunrisers Hyderabad,Abhimanyu Mithun,,Bowler,3000000.0
68,2016,Sunrisers Hyderabad,Tirumalasetti Suman,,Batsman,1000000.0
69,2015,Chennai Super Kings,Michael Hussey,,Batsman,15000000.0
69,2015,Chennai Super Kings,Irfan Pathan,,All-Rounder,15000000.0
69,2015,Chennai Super Kings,Rahul Sharma,,Bowler,3000000.0
69,2015,Chennai Super Kings,Kyle Abbott,,Bowler,3000000.0
69,2015,Chennai Super Kings,Andrew Tye,,Bowler,2000000.0
69,2015,Chennai Super Kings,Pratyush Singh,,All-Rounder,1000000.0
69,2015,Chennai Super Kings,Ankush Bains,,Wicket-Keeper,1000000.0
69,2015,Chennai Super Kings,Eklavya Dwivedi,,Wicket-Keeper,1000000.0
70,2015,Delhi Capitals,Yuvraj Singh,,Batsman,160000000.0
70,2015,Delhi Capitals,Angelo Mathews,,All-Rounder,75000000.0
70,2015,Delhi Capitals,Zaheer Khan,,Bowler,40000000.0
70,2015,Delhi Capitals,Amit Mishra,Indian,Bowler,35000000.0
70,2015,Delhi Capitals,Shreyas Iyer,Indian,Batsman,26000000.0
70,2015,Delhi Capitals,Gurinder Sandhu,,Bowler,17000000.0
70,2015,Delhi Capitals,Jaydev Unadkat,Indian,Bowler,11000000.0
70,2015,Delhi Capitals,Domnic Joseph Muthuswamy,,Bowler,7500000.0
70,2015,Delhi Capitals,Albie Morkel,,All-Rounder,3000000.0
70,2015,Delhi Capitals,Travis Head,,Batsman,3000000.0
70,2015,Delhi Capitals,Marcus Stoinis,,All-Rounder,2500000.0
70,2015,Delhi Capitals,C.M. Gautam,,Wicket-Keeper,2000000.0
70,2015,Delhi Capitals,Kona Srikar Bharat,,Wicket-Keeper,1000000.0
70,2015,Delhi Capitals,K.K. Jiyaz,,Bowler,1000000.0
71,2015,Punjab Kings,Murali Vijay,,Batsman,30000000.0
71,2015,Punjab Kings,Nikhil Shankar Naik,,Wicket-Keeper,3000000.0
71,2015,Punjab Kings,Yogesh Gowalkar,,All-Rounder,1000000.0
72,2015,Kolkata Knight Riders,K.C. Cariappa,,Bowler,24000000.0
72,2015,Kolkata Knight Riders,James Neesham,Overseas,All-Rounder,5000000.0
72,2015,Kolkata Knight Riders,Brad Hogg,,Bowler,5000000.0
72,2015,Kolkata Knight Riders,Aditya Garhwal,,All-Rounder,2500000.0
72,2015,Kolkata Knight Riders,Sheldon Jackson,Indian,Batsman,1500000.0
72,2015,Kolkata Knight Riders,Sumit Narwal,,All-Rounder,1000000.0
72,2015,Kolkata Knight Riders,Vaibhav Rawal,,All-Rounder,1000000.0
73,2015,Mumbai Indians,Aaron Finch,,Batsman,32000000.0
73,2015,Mumbai Indians,Pragyan Ojha,,Bowler,5000000.0
73,2015,Mumbai Indians,Abhimanyu Mithun,,Bowler,3000000.0
73,2015,Mumbai Indians,Mitchell McClenaghan,,Bowler,3000000.0
73,2015,Mumbai Indians,Aiden Blizzard,,Batsman,3000000.0
73,2015,Mumbai Indians,Hardik Pandya,,All-Rounder,1000000.0
73,2015,Mumbai Indians,Akshay Wakhare,,Bowler,1000000.0
73,2015,Mumbai Indians,Nitish Rana,Indian,All-Rounder,1000000.0
73,2015,Mumbai Indians,Siddhesh Dinesh Lad,,All-Rounder,1000000.0
73,2015,Mumbai Indians,J. Suchitch,,All-Rounder,1000000.0
74,2015,Rajasthan Royals,Christopher Morris,,All-Rounder,14000000.0
74,2015,Rajasthan Royals,Juan Theron,,Bowler,3000000.0
74,2015,Rajasthan Royals,Barinder Singh Saran,,Bowler,1000000.0
74,2015,Rajasthan Royals,Dinesh Salunkhe,,All-Rounder,1000000.0
74,2015,Rajasthan Royals,Sagar Trivedi,,All-Rounder,1000000.0
74,2015,Rajasthan Royals,Pardeep Sahu,,All-Rounder,1000000.0
75,2015,Royal Challengers Bangalore,Dinesh Karthik,,Wicket-Keeper,105000000.0
75,2015,Royal Challengers Bangalore,Darren Sammy,,All-Rounder,28000000.0
75,2015,Royal Challengers Bangalore,David Wiese,Overseas,All-Rounder,28000000.0
75,2015,Royal Challengers Bangalore,Sean Abbott,Overseas,Bowler,10000000.0
75,2015,Royal Challengers Bangalore,Adam Milne,Overseas,Bowler,7000000.0
75,2015,Royal Challengers Bangalore,Sarfaraz Naushad Khan,,Batsman,5000000.0
